Day fraction since midnight on 	Accumulator Pressure (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.619539552	27768.55859	1.078311563	32271.39844	0.440421997
0.619540712	27811.54492	1.092220902	32271.39844	0.441260637
0.61954185	27749.36328	1.10082221	32271.39844	0.443059688
0.619543022	27559.8418	1.110853553	32271.39844	0.443800459
0.619544182	27539.71484	1.113158464	32271.39844	0.440951775
0.619545354	27815.19141	1.114669561	32271.39844	0.441015361
0.619546505	27889.86523	1.123417258	32271.39844	0.441208975
0.619547654	27903.70898	1.131650567	32271.39844	0.443201719
0.619548838	27748.23438	1.142412543	32271.39844	0.444827346
0.619549979	27527.73047	1.14857471	32271.39844	0.445101257
0.619551128	27629.96875	1.157587051	32271.39844	0.443513758
0.619552256	27784.96484	1.154414654	32271.39844	0.44210709
0.619553439	27941.18359	1.158554316	32271.39844	0.442921356
0.619554603	27941.17969	1.173277974	32271.39844	0.443773883
0.619555763	27729.65625	1.186791897	32271.39844	0.446348691
0.619556904	27570.92969	1.196188092	32271.39844	0.446253953
0.619558087	27559.6875	1.197292209	32251.64844	0.445320781
0.619559224	27712.44922	1.205503225	32251.64844	0.443373101
0.619560396	27887.875	1.212659359	32251.64844	0.442539226
0.619561557	27826.02344	1.225079656	32251.64844	0.442906807
0.619562671	27879.99414	1.238513231	32251.64844	0.445646541
0.619563855	27624.44727	1.245280027	32251.64844	0.447405641
0.619565038	27591.51563	1.247452855	32251.64844	0.445205696
0.619566177	27733.17773	1.254553199	32251.64844	0.443906338
0.619567337	27797.76172	1.258759975	32251.64844	0.442770141
0.619568486	27982.10742	1.273224235	32251.64844	0.44442631
0.619569659	27934.14258	1.282795906	32251.64844	0.44567489
0.619570819	27722.43945	1.295193672	32251.64844	0.449174989
0.619571979	27585.30859	1.298397541	32251.64844	0.447844785
0.619573128	27687.44531	1.299781442	32251.64844	0.4470234
0.619574254	27968.8418	1.303732991	32251.64844	0.446496932
0.619575449	28059.14844	1.31411314	32251.64844	0.446775317
0.619576599	27939.59766	1.332259536	32251.64844	0.449206478
0.619577701	27713.68945	1.342718005	32251.64844	0.450850427
0.619578919	27432.64648	1.345161557	32251.64844	0.449506843
0.619580056	27641.76563	1.354412317	32251.64844	0.444976465
0.619581182	27869.57813	1.35789752	32251.64844	0.442934718
0.61958239	28066.91406	1.369583368	32251.64844	0.442779872
0.619583539	27893.48438	1.386123896	32251.64844	0.44578901
0.619584699	27744.38867	1.394358516	32251.64844	0.449285817
0.61958586	27583.79688	1.398663163	32251.64844	0.449456674
0.619587021	27642.48242	1.406614423	32251.64844	0.446473221
0.619588169	27889.54492	1.408428192	32251.64844	0.444666236
0.619589318	28012.29297	1.415295959	32251.64844	0.445504497
0.619590513	28002.54883	1.432825923	32251.64844	0.448359914
0.619591651	27696.90234	1.444382668	32251.64844	0.448825157
0.619592788	27661.26758	1.447170496	32251.64844	0.449537423
0.61959395	27732.24609	1.455439925	32251.64844	0.449685121
0.619595123	27838.96094	1.455701113	32251.64844	0.446644082
0.619596272	27935.91016	1.468245745	32251.64844	0.445542832
0.619597431	27925.72656	1.478287816	32251.64844	0.447523061
0.61959858	27667.16602	1.495422483	32251.64844	0.448098385
0.619599753	27659.36328	1.500608921	32251.64844	0.447402357
0.619600902	27520.36133	1.501815081	32251.64844	0.444256906
0.619602063	27798.85938	1.513155699	32251.64844	0.443482788
0.619603223	27978.06445	1.518119574	32251.64844	0.443193478
0.619604337	27846.20898	1.538713455	32251.64844	0.445182766
0.619605521	27820.68164	1.553951263	32251.64844	0.446793305
0.619606705	27646.77539	1.56127274	32251.64844	0.44856075
0.61960783	27574.53711	1.567443013	32251.64844	0.445847872
0.619609003	27794.13281	1.573653698	32251.64844	0.445647686
0.619610165	27912.92969	1.575358272	32251.64844	0.44502502
0.619611336	27935.35352	1.589833617	32251.64844	0.446249744
0.619612475	27820.30664	1.602016449	32251.64844	0.447587175
0.619613647	27733.41211	1.610093713	32251.64844	0.448901263
0.619614785	27636.86914	1.616795778	32251.64844	0.44765093
0.619615956	27678.80469	1.62398696	32264.3457	0.445025743
0.619617047	27962.54297	1.625795603	32264.3457	0.444489548
0.619618266	27893.28711	1.637077332	32264.3457	0.444898155
0.619619426	27962.96289	1.654934764	32264.3457	0.447021254
0.61962054	27806.36914	1.667904854	32264.3457	0.448573054
0.619621736	27624.45313	1.672874093	32264.3457	0.449075862
0.619622873	27716.54297	1.684684396	32264.3457	0.446147022
0.619624057	27832.89258	1.68354094	32264.3457	0.444643884
0.619625217	27985.07617	1.698208928	32264.3457	0.445683511
0.619626354	27949.81055	1.717180491	32264.3457	0.447570666
0.619627527	27801.13281	1.725422263	32264.3457	0.448932277
0.619628675	27649.29688	1.729242086	32264.3457	0.4482943
0.619629812	27699.42969	1.735358119	32264.3457	0.447574922
0.619630997	27889.71094	1.73700881	32264.3457	0.447310231
0.619632123	28060.97656	1.750193119	32264.3457	0.447424398
0.619633318	27994.42383	1.757173657	32264.3457	0.448458082
0.619634467	27741.74805	1.775508642	32264.3457	0.451201471
0.619635569	27620.00195	1.784922242	32264.3457	0.449379612
0.619636777	27724.85547	1.790151835	32264.3457	0.448257659
0.619637774	27829.6582	1.795584559	32264.3457	0.445925266
0.619639087	28053.38477	1.800868511	32264.3457	0.445994236
0.619640269	28052.60938	1.82014215	32264.3457	0.448792637
0.619641406	27751.42969	1.833675861	32264.3457	0.451015382
0.619642579	27675.0918	1.843093514	32264.3457	0.451429696
0.619643697	27510.77734	1.844913244	32264.3457	0.447687167
0.619644893	27826.80469	1.852828264	32264.3457	0.446559754
0.619646043	27986.48047	1.858820915	32264.3457	0.444349375
0.619647167	27956.55859	1.867880702	32264.3457	0.446426013
0.619648351	27901.08984	1.888772965	32264.3457	0.447140113
0.619649523	27733.59961	1.896149278	32264.3457	0.450817068
0.619650685	27571.95117	1.902261257	32264.3457	0.449979668
0.619651823	27740.71875	1.909301996	32264.3457	0.445906141
0.619652983	27985.41211	1.914441824	32264.3457	0.44604084
0.619654132	28015.07617	1.925892472	32264.3457	0.446232292
0.619655316	27844.95117	1.946346641	32264.3457	0.447951768
0.619656441	27833.52734	1.959463716	32264.3457	0.450595223
0.619657613	27637.60352	1.96647501	32264.3457	0.450862962
0.619658716	27603.76367	1.970992684	32264.3457	0.446432251
0.619659934	27912.91992	1.975098133	32264.3457	0.44622223
0.619661095	27860.89453	1.98731935	32264.3457	0.445409372
0.619662197	27949.51953	2.003468752	32264.3457	0.446664298
0.619663393	27745.28711	2.020599842	32264.3457	0.447010655
0.619664576	27632.89063	2.024593592	32264.3457	0.448136818
0.619665714	27723.53516	2.034870863	32264.3457	0.44599481
0.619666875	27692.94336	2.033658028	32264.3457	0.444880873
0.619668035	28065.17773	2.040500879	32264.3457	0.444669007
0.619669195	27924.21875	2.060747862	32264.3457	0.445844668
0.619670356	27750.85547	2.069681168	32264.3457	0.447515255
0.619671504	27691.04297	2.080731392	32264.3457	0.447625809
0.619672654	27686.42969	2.080059528	32264.3457	0.447570086
0.619673826	27884.58789	2.089311361	32299.42969	0.444288796
0.619674905	27962.50977	2.093689203	32299.42969	0.444513902
0.619676135	27926.63867	2.113694429	32299.42969	0.445245969
0.619677284	27930.07617	2.127919436	32299.42969	0.448296949
0.619678445	27652.20313	2.13170433	32299.42969	0.448817291
0.619679594	27590.70117	2.146461725	32299.42969	0.445732954
0.619680755	27788.89063	2.149226904	32299.42969	0.443566343
0.619681915	27862.45898	2.156388521	32299.42969	0.443444326
0.619683087	27883.50391	2.172755003	32299.42969	0.44181711
0.619684201	27766.92969	2.188958645	32299.42969	0.443418562
0.619685385	27762.06641	2.19972539	32299.42969	0.445315873
0.619686569	27643.01953	2.20488596	32299.42969	0.443829262
0.619687718	27816.33008	2.209400654	32299.42969	0.443222475
0.619688855	27919.14258	2.216183901	32299.42969	0.44360889
0.619690028	27922.7207	2.226438761	32299.42969	0.445128045
0.619691177	27754.62109	2.244644642	32299.42969	0.444753116
0.619692337	27756.02148	2.253601074	32299.42969	0.445837508
0.619693464	27566.67578	2.261361837	32299.42969	0.44370608
0.619694647	27715.38672	2.273307562	32299.42969	0.442319526
0.619695749	27892.00195	2.275713921	32299.42969	0.441574077
0.619696968	28082.54297	2.287333727	32299.42969	0.44349963
0.619698128	27860.88086	2.308912277	32299.42969	0.446127765
0.619699288	27707.55273	2.317735672	32299.42969	0.447895347
0.619700426	27677.46875	2.328680754	32299.42969	0.447655458
0.619701482	27700.07617	2.332741261	32299.42969	0.445716619
0.619702758	27862.36133	2.334763289	32299.42969	0.442868465
0.619703907	28062.51172	2.346594572	32299.42969	0.444324555
0.619705033	27912.79492	2.362048626	32299.42969	0.44679488
0.619706228	27714.35156	2.370481968	32299.42969	0.447173773
0.619707377	27576.25586	2.381521225	32299.42969	0.445987397
0.619708526	27656.08203	2.387279511	32299.42969	0.444073863
0.619709699	27863.375	2.392948151	32299.42969	0.442179821
0.619710859	27987.71094	2.403198719	32299.42969	0.442641326
0.619712019	28031.21875	2.418571711	32299.42969	0.445148406
0.619713191	27850.59961	2.434204578	32299.42969	0.448383414
0.619714317	27752.3125	2.442408562	32299.42969	0.449373575
0.619715478	27590.69727	2.453471899	32299.42969	0.447572809
0.61971665	27774.17578	2.45969677	32299.42969	0.444797912
0.619717799	27997.0625	2.463777304	32299.42969	0.444064324
0.619718971	27908.65234	2.48118186	32299.42969	0.444970392
0.619720097	27658.6543	2.4952631	32299.42969	0.444049497
0.619721281	27609.70898	2.500731945	32299.42969	0.444931433
0.619722429	27518.67188	2.508870125	32299.42969	0.442641513
0.619723579	27759.89844	2.516132832	32299.42969	0.440864983
0.61972475	27956.06445	2.521785498	32299.42969	0.439804295
0.619725922	27946.89648	2.536600351	32299.42969	0.44285629
0.61972706	27801.40625	2.555287123	32299.42969	0.443343647
0.619728209	27682.60547	2.565710783	32299.42969	0.445370087
0.619729346	27632.13477	2.57069397	32299.42969	0.444401021
0.619730535	27686.81641	2.583728075	32299.42969	0.442658066
0.619731625	27809.4707	2.579694271	32314.50195	0.439953996
0.619732844	27944.24805	2.600189924	32314.50195	0.440733045
0.619733993	27851.59961	2.617326975	32314.50195	0.443479923
0.619735097	27735.84961	2.628665924	32314.50195	0.444276927
0.619736339	27565.7793	2.640102863	32314.50195	0.443358433
0.619737464	27634.16797	2.645261526	32314.50195	0.441443149
0.619738626	27919.02734	2.648432016	32314.50195	0.441966193
0.619739785	28007.03906	2.66287756	32314.50195	0.442499741
0.619740946	27985.44141	2.678262949	32314.50195	0.443552846
0.619742098	27744.61719	2.687703848	32314.50195	0.446711333
0.619743192	27524.54883	2.698564768	32314.50195	0.445817477
0.619744423	27622.97461	2.703815222	32314.50195	0.44389896
0.619745594	27693.87305	2.70900178	32314.50195	0.440247207
0.61974672	27940.69727	2.719446421	32314.50195	0.439631982
0.619747892	27939.5957	2.734551191	32314.50195	0.441091312
0.61974903	27858.17188	2.752316237	32314.50195	0.444661101
0.619750214	27624.64844	2.765268564	32314.50195	0.444640427
0.619751363	27645.08203	2.768176079	32314.50195	0.444993148
0.619752477	27840.66602	2.77527523	32314.50195	0.443358339
0.619753684	27933.04102	2.784349203	32314.50195	0.442620977
0.619754845	27878.79883	2.80226779	32314.50195	0.443472867
0.619755993	27811.88867	2.818120956	32314.50195	0.445130576
0.619757143	27634.86719	2.823554754	32314.50195	0.446047105
0.619758303	27713.90625	2.83234477	32314.50195	0.44390047
0.619759417	27827.65039	2.839757919	32314.50195	0.44256086
0.619760624	27780.08203	2.84239769	32314.50195	0.441611961
0.619761773	27934.23828	2.858466625	32314.50195	0.442354898
0.619762945	27896.57813	2.877525568	32314.50195	0.445077681
0.619764117	27626.46484	2.888141871	32314.50195	0.445005316
0.619765185	27610.9375	2.894519329	32314.50195	0.442712742
0.619766415	27728.0957	2.8989048	32314.50195	0.442609475
0.619767565	27880.35352	2.910258293	32314.50195	0.441049498
0.619768701	27978.48438	2.926595926	32314.50195	0.442071422
0.619769874	27871.48242	2.944787979	32314.50195	0.443973984
0.619771046	27611.92969	2.954784155	32314.50195	0.444744492
0.619772171	27590.68945	2.960952282	32314.50195	0.443168599
0.619773343	27893.83594	2.96509552	32314.50195	0.442794267
0.619774527	27992.32813	2.975837469	32314.50195	0.443391898
0.619775664	28007.56836	2.986033917	32314.50195	0.445221569
0.619776826	27942.24023	3.002467156	32314.50195	0.448110706
0.619777939	27712.40234	3.010019302	32314.50195	0.449462935
0.619779146	27626.57617	3.018660307	32314.50195	0.446583069
0.619780318	27758.88672	3.025502443	32314.50195	0.4449232
0.619781467	27945.80078	3.025390387	32314.50195	0.443422644
0.619782605	28043.39258	3.039144754	32314.50195	0.443616108
0.619783765	27865.17969	3.062616348	32314.50195	0.445714741
0.619784915	27787.66016	3.075970173	32314.50195	0.447844741
0.619786086	27641.96289	3.084434032	32314.50195	0.447413303
0.619787247	27719.65039	3.092302084	32314.50195	0.444567426
0.619788396	27789.00781	3.097179651	32314.50195	0.443502596
0.619789556	27888.07617	3.105436325	32278.05664	0.444394777
0.619790705	27897.37695	3.124405861	32278.05664	0.44502884
0.619791889	27720.62109	3.132328987	32278.05664	0.445055173
0.619793038	27601.07813	3.140646696	32278.05664	0.445243351
0.619794187	27662.19922	3.151880264	32278.05664	0.44337249
0.619795347	27797.44141	3.150547743	32278.05664	0.443247089
0.619796496	27886.07031	3.166658163	32278.05664	0.442895327
0.619797622	27972.07031	3.183002234	32278.05664	0.445091876
0.619798806	27667.34961	3.202879429	32278.05664	0.445699968
0.619799989	27692.65234	3.213359356	32278.05664	0.445978993
0.619801138	27609.02734	3.216619968	32278.05664	0.444432733
0.61980231	27781.86914	3.225406408	32278.05664	0.44225907
0.619803424	27961.11328	3.230913401	32278.05664	0.442561895
0.619804609	27969.12305	3.251075506	32278.05664	0.443952533
0.61980578	27776.13086	3.269784212	32278.05664	0.44720774
0.619806906	27578.7832	3.274971008	32278.05664	0.446472396
0.619808078	27622.70508	3.285492182	32278.05664	0.446128141
0.619809227	27785.15625	3.2877388	32278.05664	0.443332086
0.61981041	27987.11328	3.294789076	32278.05664	0.44365384
0.619811559	27914.19727	3.313895941	32278.05664	0.444274255
0.619812685	27763.63672	3.323531389	32278.05664	0.44647038
0.619813869	27655.00391	3.333201408	32278.05664	0.447325991
0.61981503	27584.50195	3.341180801	32278.05664	0.445249444
0.619816155	27777.86719	3.348624945	32278.05664	0.442766971
0.619817327	27957.38867	3.35536027	32278.05664	0.443105005
0.619818487	27786.93164	3.371247292	32278.05664	0.443479942
0.619819636	27759.63672	3.386709452	32278.05664	0.4444351
0.61982081	27678.19141	3.396760702	32278.05664	0.445745528
0.619821889	27685.2793	3.404730797	32278.05664	0.444679074
0.61982312	27700.5	3.416392803	32278.05664	0.442855057
0.619824281	27845.58984	3.423553705	32278.05664	0.442340688
0.619825429	27908.26563	3.438607216	32278.05664	0.443882635
0.619826602	27800.29492	3.452992916	32278.05664	0.444394493
0.619827761	27756.38672	3.465186834	32278.05664	0.445914805
0.619828841	27581.50195	3.46775651	32278.05664	0.444933815
0.619830072	27698.30859	3.475660801	32278.05664	0.44334026
0.61983122	27775.24219	3.481045961	32278.05664	0.44193027
0.619832369	27867.28516	3.496767521	32278.05664	0.442635831
0.619833564	27797.91211	3.520195723	32278.05664	0.443082026
0.619834666	27618.50781	3.52602005	32278.05664	0.443342609
0.619835862	27525.35547	3.53500104	32278.05664	0.442354404
0.619836941	27585.22266	3.546692371	32278.05664	0.440638303
0.619838183	27882.14453	3.545014858	32278.05664	0.439128771
0.619839332	27915.34961	3.561874867	32278.05664	0.440872603
0.619840492	27823.78516	3.578216314	32278.05664	0.442132677
0.619841642	27705.54883	3.589532614	32278.05664	0.444930205
0.619842778	27572.00586	3.596545935	32278.05664	0.444927735
0.619843951	27621.75977	3.6035707	32278.05664	0.443861795
0.619845112	27695.39258	3.607313156	32278.05664	0.440885903
0.619846283	27865.3457	3.617409229	32278.05664	0.440819047
0.619847447	27873.76563	3.629658461	32295.66797	0.44027593
0.619848607	27712.30859	3.64427042	32295.66797	0.442333233
0.619849733	27683.23828	3.65254426	32295.66797	0.443396897
0.619850893	27555.38477	3.659995794	32295.66797	0.442627187
0.619851995	27639.6582	3.665307283	32295.66797	0.440072326
0.619853227	27796.04492	3.674071312	32295.66797	0.439578449
0.619854365	27824.3457	3.693557978	32295.66797	0.440398691
0.619855537	27782.61719	3.709140062	32295.66797	0.440993091
0.619856689	27617.89648	3.720721722	32295.66797	0.442475511
0.619857849	27551.50586	3.727832317	32295.66797	0.441170513
0.61985901	27709.05859	3.7339046	32295.66797	0.440522663
0.619860159	27909.97852	3.739037275	32295.66797	0.44012892
0.619861296	28025.91797	3.750982761	32295.66797	0.442888109
0.61986248	27667.54102	3.771971464	32295.66797	0.442776401
0.61986364	27676.9668	3.776593685	32295.66797	0.444352964
0.619864801	27581.81641	3.78651309	32295.66797	0.443966739
0.61986595	27580.88477	3.794475555	32295.66797	0.440875085
0.619867087	27762.91602	3.796100617	32295.66797	0.438335741
0.619868272	27946.85352	3.813703299	32295.66797	0.439542021
0.619869397	27740.72852	3.833799839	32295.66797	0.441345838
0.619870569	27594.81445	3.846737146	32295.66797	0.440979687
0.619871753	27500.85938	3.857853413	32295.66797	0.440995033
0.619872902	27573.96875	3.86248064	32295.66797	0.438876337
0.619874051	27771.41406	3.866794109	32295.66797	0.437251744
0.619875176	27913.21094	3.879044056	32295.66797	0.438429239
0.619876372	27892.23633	3.892441988	32295.66797	0.440560539
0.619877509	27627.14648	3.905330658	32295.66797	0.442706967
0.619878681	27590.0332	3.912431717	32295.66797	0.442576984
0.61987983	27593.04492	3.91869998	32295.66797	0.442173105
0.619880793	27648.51563	3.926766157	32295.66797	0.439125685
0.619882151	27936.75195	3.93309021	32295.66797	0.438992615
0.619883288	27791.23242	3.947261334	32295.66797	0.441113507
0.619884461	27775.08398	3.962480307	32295.66797	0.44184371
0.61988561	27653.51172	3.974020481	32295.66797	0.443524233
0.619886759	27507.67773	3.98267746	32295.66797	0.442539601
0.619887943	27667.7207	3.988193512	32295.66797	0.440482678
0.619889091	27750.45898	3.992533445	32295.66797	0.43818201
0.61989024	27811.89844	4.010725021	32295.66797	0.439088187
0.6198914	27726.07422	4.033071518	32295.66797	0.440242451
0.619892575	27556.07813	4.044382572	32295.66797	0.440188938
0.619893724	27440.58008	4.052068234	32295.66797	0.440011807
0.619894885	27564.60938	4.056642532	32295.66797	0.436705963
0.61989601	27831.68945	4.063340664	32295.66797	0.43648571
0.619897194	27829.17188	4.071062088	32295.66797	0.436519752
0.619898366	27828.63867	4.090523243	32295.66797	0.439627247
0.619899515	27618	4.099514008	32295.66797	0.44147731
0.619900676	27485.58203	4.106252194	32295.66797	0.441234209
0.619901766	27715.14063	4.112092495	32295.66797	0.439826183
0.619902996	27857.0625	4.11532402	32295.66797	0.439697407
0.619904134	27900.92969	4.132429123	32295.66797	0.440521373
0.619905307	27813.58398	4.153336525	32211.8125	0.446232258
0.619906445	27577.95313	4.165108204	32211.8125	0.447746326
0.619907581	27580.89258	4.169376373	32211.8125	0.446666483
0.619908778	27463.8125	4.175645351	32211.8125	0.44261143
0.619909869	27689.58789	4.179207802	32211.8125	0.441078036
0.619911099	27730.49414	4.188115597	32211.8125	0.440254369
0.619912237	27701.53711	4.204845429	32211.8125	0.441154781
0.61991342	27609.34766	4.218043327	32211.8125	0.441414075
0.619914546	27407.46094	4.2252841	32211.8125	0.441380167
0.619915718	27407.51172	4.233872414	32211.8125	0.438680008
0.619916867	27523.23242	4.239502907	32211.8125	0.437158972
0.619918051	27712.3125	4.242845535	32211.8125	0.436420253
0.619919189	27611.08008	4.262331963	32211.8125	0.436569392
0.619920337	27554.51563	4.275381565	32211.8125	0.437322484
0.619921509	27528.60156	4.284141541	32211.8125	0.43861848
0.619922658	27378.92578	4.29656744	32211.8125	0.438192418
0.61992383	27554.52148	4.300418854	32211.8125	0.436397172
0.619924921	27776.5	4.306327343	32211.8125	0.437653682
0.619926139	27722.14844	4.327330113	32211.8125	0.438732833
0.619927277	27670.04492	4.342594624	32211.8125	0.440316146
0.619928449	27374.25391	4.346887589	32211.8125	0.440369578
0.619929609	27415.51758	4.356610298	32211.8125	0.439072797
0.61993077	27553.43945	4.367110252	32211.8125	0.436909522
0.619931907	27748.6582	4.367143631	32211.8125	0.436771148
0.619933079	27638.31055	4.376371384	32211.8125	0.436985228
0.619934228	27605.17969	4.392862797	32211.8125	0.438299539
0.619935401	27501.77344	4.403151035	32211.8125	0.440634921
0.619936538	27326.92969	4.415222168	32211.8125	0.438090989
0.619937699	27442.37695	4.424274445	32211.8125	0.435488695
0.619938836	27569.83594	4.422568321	32211.8125	0.434517487
0.619940009	27705.15625	4.441280842	32211.8125	0.43476276
0.619941194	27591.09375	4.461215019	32211.8125	0.435640772
0.619942344	27480.73242	4.471754074	32211.8125	0.43759864
0.619943481	27426.2832	4.480389118	32211.8125	0.438826984
0.619944587	27393.7168	4.488334656	32211.8125	0.436103519
0.619945817	27493.72266	4.49453783	32211.8125	0.434632207
0.619946966	27888.80859	4.497468948	32211.8125	0.435635344
0.619948114	27662.18555	4.517034531	32211.8125	0.438154645
0.619949275	27444.55664	4.529737473	32211.8125	0.438275516
0.619950435	27423.33984	4.536379814	32211.8125	0.438560248
0.619951596	27325.98438	4.544513702	32211.8125	0.438177742
0.619952745	27512.20703	4.552309036	32211.8125	0.434511043
0.619953882	27835.5918	4.557033062	32211.8125	0.434788496
0.619955066	27654.69922	4.571912766	32211.8125	0.435421246
0.619956226	27586.81445	4.582457066	32211.8125	0.437981491
0.619957387	27368.96094	4.594471932	32211.8125	0.439188791
0.619958548	27383.66406	4.601949215	32211.8125	0.438594312
0.619959684	27443.9668	4.61357975	32211.8125	0.43477178
0.61996081	27568.70508	4.611683846	32211.8125	0.434086025
0.61996201	27718.15039	4.631512165	32211.8125	0.434931676
0.619963158	27482.57617	4.649837017	32143.72656	0.439253251
0.619964318	27423.1582	4.65994072	32143.72656	0.439685461
0.61996548	27216.86523	4.667832375	32143.72656	0.437823099
0.619966629	27447.70703	4.67602396	32143.72656	0.436223712
0.619967791	27610.09375	4.680493355	32143.72656	0.435346921
