Day fraction since midnight on 	red dye (mg/L)	Run Pump ()	Pump ()
0.611317999	16.02130127	1	1
0.611329571	16.00510216	1	1
0.61134114	16.03638268	1	1
0.611352717	15.88818073	1	1
0.611364288	15.6646347	1	1
0.611375864	15.73766422	1	1
0.611387441	15.55286312	1	1
0.611399011	15.90168285	1	1
0.61141058	15.9363575	1	1
0.611422167	15.73881245	1	1
0.611433744	15.72270107	1	1
0.61144532	15.72182274	1	1
0.611456876	15.75926781	1	1
0.611468451	15.7308836	1	1
0.611480026	15.674263	1	1
0.611491604	15.76771355	1	1
0.611503183	15.7412014	1	1
0.611514747	15.70052052	1	1
0.611526333	15.64653587	1	1
0.611537907	15.56910324	1	1
0.611549481	15.58843517	1	1
0.611561054	15.42247868	1	1
0.611572615	15.23694038	1	1
0.61158419	15.10214806	1	1
0.611595769	15.15979958	1	1
0.611607347	15.4406538	1	1
0.611618924	15.42061901	1	1
0.611630501	15.19935799	1	1
0.611642069	14.97501564	1	1
0.611653638	14.9298563	1	1
0.611665219	15.05284023	1	1
0.611676796	15.09905624	1	1
0.611688361	15.03592205	1	1
0.611699945	15.15791798	1	1
0.611711516	14.9156847	1	1
0.611723093	14.91674614	1	1
0.611734662	14.84444046	1	1
0.61174624	14.91845322	1	1
0.611757817	14.93609428	1	1
0.611769392	15.00399876	1	1
0.611780959	14.94003677	1	1
0.611792537	14.8896637	1	1
0.611804112	14.80088043	1	1
0.61181567	14.73149395	1	1
0.611827248	14.65545845	1	1
0.611838831	14.59814262	1	1
0.611850395	14.69143295	1	1
0.611861968	14.87396336	1	1
0.611873549	14.84321117	1	1
0.611885121	14.85384083	1	1
0.611896694	14.81648731	1	1
0.611908275	14.83896446	1	1
0.61191984	14.68357372	1	1
0.611931427	14.64288712	1	1
0.611943006	14.57176876	1	1
0.611954566	14.41844368	1	1
0.611966152	14.25623131	1	1
0.611977723	14.22343445	1	1
pulse 1			
0.611989299	14.20185661	1	1
